Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP1610,Male,Yes,2,Graduate,No,7664,1166,161.0,360.0,1.0,Rural,Y
LP1611,Female,Yes,2,Graduate,No,7728,1706,88.0,360.0,1.0,Rural,Y
LP1612,Male,Yes,0,Graduate,No,10235,517,178.0,360.0,1.0,Semiurban,Y
LP1613,Male,Yes,3+,Graduate,No,6865,961,189.0,360.0,1.0,Semiurban,Y
LP1614,Female,Yes,1,Graduate,No,5099,702,258.0,360.0,1.0,Semiurban,Y
LP1615,Female,No,0,Graduate,No,9308,0,122.0,360.0,1.0,Semiurban,Y
LP1616,Male,Yes,2,Graduate,No,6377,2071,116.0,360.0,1.0,Semiurban,Y
LP1617,Male,Yes,0,Graduate,No,7888,1394,202.0,360.0,0.0,Urban,N
LP1618,Female,Yes,2,Graduate,No,3356,801,241.0,360.0,0.0,Semiurban,N
LP1619,Female,No,0,Graduate,No,6764,0,121.0,360.0,1.0,Urban,Y
LP1620,Male,Yes,1,Graduate,No,5849,1666,176.0,360.0,1.0,Rural,Y
LP1621,Male,Yes,0,Graduate,No,3323,1425,156.0,360.0,1.0,Rural,Y
LP1622,Male,Yes,0,Graduate,No,6841,523,122.0,360.0,1.0,Rural,Y
LP1623,Male,Yes,0,Graduate,No,6925,2428,153.0,180.0,1.0,Rural,Y
LP1624,Male,No,0,Graduate,No,8097,0,234.0,360.0,1.0,Rural,Y
LP1625,Male,No,0,Graduate,Yes,10675,0,162.0,360.0,1.0,Semiurban,Y
LP1626,Male,Yes,0,Not Graduate,No,10020,1080,150.0,180.0,1.0,Semiurban,Y
LP1627,Female,No,1,Graduate,No,5995,0,198.0,360.0,1.0,Semiurban,N
LP1628,Male,Yes,0,Graduate,No,7595,4020,243.0,360.0,1.0,Rural,Y
LP1629,Male,No,0,Graduate,No,8524,0,113.0,180.0,1.0,Rural,Y
LP1630,Female,Yes,1,Graduate,No,6056,431,179.0,360.0,1.0,Urban,Y
LP1631,Female,Yes,0,Graduate,No,4066,1478,140.0,180.0,1.0,Semiurban,Y
LP1632,Male,Yes,3+,Graduate,No,6576,1279,162.0,360.0,1.0,Rural,N
LP1633,Male,No,2,Graduate,No,10846,0,204.0,360.0,0.0,Rural,N
LP1634,Male,Yes,1,Graduate,No,4000,1146,144.0,60.0,0.0,Rural,N
LP1635,Male,Yes,1,Graduate,No,4915,2025,155.0,360.0,1.0,Urban,Y
LP1636,Male,Yes,2,Graduate,No,5286,3387,227.0,360.0,1.0,Rural,Y
LP1637,Male,No,0,Not Graduate,Yes,4935,0,187.0,360.0,1.0,Urban,Y
LP1638,Male,Yes,0,Graduate,No,9128,548,154.0,360.0,1.0,Urban,Y
LP1639,Male,No,0,Graduate,No,5620,0,168.0,360.0,1.0,Semiurban,Y
LP1640,Male,No,2,Graduate,No,9219,0,163.0,360.0,0.0,Rural,N
LP1641,Male,Yes,0,Not Graduate,Yes,7215,1553,87.0,360.0,1.0,Urban,Y
LP1642,,,,Graduate,,3684,0,,,,Rural,Y
LP1643,Male,Yes,3+,Graduate,No,6104,422,101.0,360.0,1.0,Semiurban,Y
LP1644,Male,No,2,Graduate,No,10133,0,240.0,360.0,1.0,Semiurban,Y
LP1645,Female,Yes,0,Graduate,No,7510,520,101.0,360.0,1.0,Urban,Y
LP1646,Male,No,0,Graduate,No,6272,0,138.0,120.0,1.0,Semiurban,Y
LP1647,Male,No,2,Graduate,No,10896,0,129.0,360.0,1.0,Semiurban,Y
LP1648,Female,No,1,Graduate,No,4746,0,275.0,360.0,1.0,Semiurban,N
LP1649,Male,No,0,Graduate,Yes,5693,0,236.0,180.0,1.0,Rural,Y
LP1650,Male,Yes,0,Graduate,No,9773,1447,74.0,180.0,1.0,Rural,Y
LP1651,Male,Yes,3+,Graduate,Yes,9058,1030,159.0,360.0,0.0,Urban,N
LP1652,Male,No,1,Graduate,No,4610,0,107.0,180.0,1.0,Urban,Y
LP1653,Female,Yes,2,Graduate,No,8417,261,169.0,360.0,0.0,Semiurban,N
LP1654,Male,Yes,2,Graduate,No,5587,2191,202.0,180.0,1.0,Semiurban,Y
LP1655,Male,No,1,Not Graduate,Yes,3273,0,174.0,360.0,1.0,Urban,N
LP1656,Male,No,0,Graduate,No,6316,0,207.0,360.0,1.0,Semiurban,Y
LP1657,Male,No,0,Graduate,No,13821,0,145.0,360.0,1.0,Urban,Y
LP1658,Male,Yes,0,Graduate,No,10199,422,176.0,180.0,0.0,Rural,N
LP1659,Male,No,0,Not Graduate,No,6978,0,204.0,360.0,0.0,Semiurban,N
LP1660,Male,Yes,2,Graduate,No,3918,1863,136.0,360.0,1.0,Semiurban,Y
LP1661,Female,No,1,Graduate,No,3306,0,117.0,360.0,1.0,Semiurban,Y
LP1662,Male,Yes,2,Graduate,No,7224,1225,127.0,120.0,1.0,Rural,Y
LP1663,Male,No,0,Graduate,No,8214,0,153.0,180.0,0.0,Rural,Y
LP1664,Male,No,1,Graduate,Yes,9168,0,160.0,360.0,1.0,Semiurban,Y
LP1665,Male,Yes,1,Graduate,No,8777,1060,180.0,360.0,1.0,Urban,Y
LP1666,Male,No,1,Graduate,No,9054,0,122.0,360.0,1.0,Rural,Y
LP1667,Male,Yes,1,Not Graduate,No,7848,1932,206.0,360.0,1.0,Semiurban,Y
LP1668,Male,No,0,Graduate,No,10805,0,301.0,120.0,0.0,Semiurban,N
LP1669,Male,No,0,Graduate,Yes,5844,0,129.0,360.0,1.0,Rural,Y
LP1670,Male,Yes,0,Graduate,No,7184,1102,369.0,360.0,1.0,Urban,Y
LP1671,Female,No,0,Graduate,No,3688,0,317.0,360.0,1.0,Semiurban,Y
LP1672,Male,No,0,Graduate,No,5800,0,160.0,360.0,1.0,Urban,Y
LP1673,Male,Yes,1,Graduate,No,10093,6526,151.0,360.0,1.0,Urban,Y
LP1674,Male,Yes,3+,Graduate,Yes,8947,1109,126.0,360.0,1.0,Rural,Y
LP1675,Female,No,1,Not Graduate,No,2927,0,218.0,360.0,0.0,Semiurban,N
LP1676,Male,No,1,Not Graduate,No,14236,0,164.0,360.0,1.0,Semiurban,Y
LP1677,Male,No,0,Graduate,No,7517,0,170.0,360.0,1.0,Urban,Y
LP1678,Female,No,1,Graduate,No,7569,0,118.0,360.0,1.0,Rural,Y
LP1679,Female,Yes,0,Not Graduate,No,5668,1077,220.0,360.0,1.0,Rural,N
LP1680,Female,No,0,Graduate,No,6115,0,147.0,180.0,0.0,Rural,N
LP1681,Male,Yes,0,Not Graduate,No,7486,2990,109.0,360.0,1.0,Urban,Y
LP1682,Male,Yes,0,Graduate,No,8758,806,156.0,360.0,1.0,Urban,Y
LP1683,Male,Yes,0,Graduate,No,7983,243,121.0,360.0,1.0,Semiurban,Y
LP1684,Female,Yes,0,Graduate,No,5829,1506,258.0,360.0,1.0,Rural,N
LP1685,Male,Yes,0,Graduate,No,5074,3292,316.0,360.0,1.0,Urban,Y
LP1686,Male,Yes,3+,Graduate,No,4953,487,157.0,360.0,0.0,Rural,N
LP1687,Male,No,0,Graduate,No,10392,0,234.0,360.0,1.0,Urban,Y
LP1688,Female,Yes,0,Graduate,No,9916,175,231.0,360.0,1.0,Semiurban,Y
LP1689,Male,Yes,0,Graduate,No,8460,3450,62.0,360.0,1.0,Rural,Y
LP1690,Male,Yes,1,Graduate,No,10363,1738,127.0,180.0,1.0,Urban,Y
LP1691,Male,Yes,0,Not Graduate,No,6781,440,167.0,180.0,1.0,Rural,N
LP1692,Male,Yes,0,Graduate,No,9594,2225,137.0,360.0,0.0,Urban,N
LP1693,Male,Yes,0,Not Graduate,No,8622,845,123.0,360.0,1.0,Urban,Y
LP1694,Male,Yes,0,Graduate,No,9692,590,237.0,360.0,1.0,Urban,Y
LP1695,Male,No,0,Graduate,No,4779,0,135.0,360.0,1.0,Rural,Y
LP1696,Male,Yes,0,Not Graduate,Yes,2799,2071,180.0,360.0,1.0,Urban,N
LP1697,Male,Yes,0,Graduate,No,7807,556,229.0,180.0,1.0,Semiurban,Y
LP1698,Male,Yes,0,Graduate,No,6238,102,264.0,360.0,0.0,Rural,N
LP1699,Male,No,0,Graduate,No,3093,0,110.0,120.0,1.0,Semiurban,Y
LP1700,Male,Yes,2,Graduate,No,11025,3073,113.0,360.0,0.0,Semiurban,Y
LP1701,Male,Yes,1,Graduate,No,9927,3046,173.0,180.0,1.0,Rural,Y
LP1702,Male,Yes,0,Not Graduate,No,8058,829,81.0,360.0,1.0,Urban,Y
LP1703,,,,Graduate,,5184,804,,,,Semiurban,Y
LP1704,Male,Yes,3+,Graduate,No,3635,763,248.0,360.0,1.0,Rural,N
LP1705,Female,Yes,0,Graduate,No,3079,734,200.0,360.0,1.0,Urban,Y
LP1706,Male,Yes,0,Graduate,No,5785,778,153.0,360.0,1.0,Rural,Y
LP1707,Female,Yes,1,Graduate,No,9104,1560,189.0,360.0,1.0,Rural,Y
LP1708,Male,Yes,0,Graduate,No,6262,3124,205.0,360.0,1.0,Rural,Y
LP1709,Male,No,0,Graduate,No,8499,0,98.0,360.0,0.0,Urban,N
LP1710,Female,No,0,Graduate,Yes,8655,0,134.0,180.0,1.0,Semiurban,Y
LP1711,Male,No,2,Graduate,No,9054,0,261.0,360.0,0.0,Semiurban,N
LP1712,Male,No,0,Graduate,Yes,3430,0,174.0,360.0,1.0,Rural,Y
LP1713,Male,Yes,1,Graduate,No,5349,314,178.0,360.0,1.0,Rural,N
LP1714,Male,Yes,3+,Graduate,No,8440,3913,157.0,60.0,1.0,Urban,Y
LP1715,Female,Yes,0,Not Graduate,No,11944,1002,87.0,360.0,1.0,Rural,Y
LP1716,Female,Yes,0,Graduate,No,10640,347,129.0,360.0,0.0,Rural,Y
LP1717,Female,No,0,Graduate,No,7904,0,185.0,360.0,1.0,Rural,N
LP1718,Male,Yes,0,Graduate,No,11070,279,136.0,120.0,0.0,Semiurban,N
LP1719,Female,No,0,Graduate,No,7882,0,111.0,180.0,0.0,Rural,N
LP1720,Female,Yes,3+,Graduate,No,3964,1372,115.0,360.0,1.0,Semiurban,Y
LP1721,Male,No,1,Graduate,No,8997,0,263.0,360.0,0.0,Urban,N
LP1722,Male,Yes,1,Graduate,No,10780,1182,133.0,360.0,1.0,Urban,Y
LP1723,Female,Yes,0,Graduate,No,13392,2755,242.0,360.0,0.0,Semiurban,N
LP1724,Male,Yes,2,Graduate,No,5726,1159,178.0,360.0,1.0,Semiurban,Y
LP1725,Female,Yes,3+,Graduate,Yes,4605,1926,147.0,360.0,1.0,Semiurban,Y
LP1726,Male,Yes,2,Graduate,No,9605,1245,121.0,60.0,0.0,Semiurban,Y
LP1727,Female,Yes,0,Graduate,No,8254,1105,202.0,360.0,1.0,Rural,Y
LP1728,Male,No,1,Not Graduate,No,7980,0,231.0,360.0,1.0,Semiurban,Y
LP1729,Male,Yes,0,Not Graduate,Yes,11130,2117,209.0,360.0,1.0,Semiurban,Y
LP1730,Male,Yes,0,Not Graduate,No,9591,489,101.0,360.0,1.0,Semiurban,Y
LP1731,Female,Yes,0,Not Graduate,No,8541,2115,133.0,180.0,1.0,Rural,Y
LP1732,Male,No,1,Not Graduate,No,5987,0,138.0,360.0,1.0,Rural,Y
LP1733,Male,Yes,1,Graduate,No,9299,2155,82.0,360.0,1.0,Rural,Y
LP1734,Male,Yes,0,Graduate,No,4539,1512,188.0,360.0,1.0,Urban,Y
LP1735,,,,Graduate,,7874,2962,,,,Rural,Y
LP1736,Male,Yes,0,Graduate,No,7012,1794,196.0,180.0,1.0,Semiurban,Y
LP1737,Female,No,0,Graduate,No,3899,0,184.0,360.0,1.0,Rural,N
LP1738,Male,Yes,0,Graduate,No,8262,86,142.0,180.0,1.0,Rural,Y
LP1739,Male,Yes,0,Graduate,No,5731,3044,120.0,360.0,0.0,Semiurban,N
LP1740,Male,No,2,Graduate,No,8188,0,142.0,180.0,1.0,Rural,Y
LP1741,Male,Yes,0,Not Graduate,No,4966,381,179.0,360.0,1.0,Urban,Y
LP1742,Female,Yes,0,Graduate,Yes,9627,2299,251.0,180.0,0.0,Rural,N
LP1743,Male,Yes,0,Graduate,No,12670,1334,164.0,360.0,1.0,Urban,Y
LP1744,Male,No,3+,Graduate,Yes,4539,0,162.0,360.0,1.0,Urban,N
LP1745,Female,Yes,1,Graduate,Yes,4964,803,84.0,360.0,1.0,Urban,Y
LP1746,Male,No,1,Not Graduate,No,4274,0,183.0,360.0,0.0,Semiurban,N
LP1747,Male,Yes,0,Graduate,No,6563,1479,258.0,360.0,1.0,Rural,N
LP1748,Female,Yes,1,Graduate,No,8142,1359,153.0,360.0,1.0,Urban,Y
LP1749,Male,Yes,0,Graduate,No,9087,721,149.0,60.0,1.0,Urban,Y
LP1750,Male,No,1,Graduate,Yes,7817,0,139.0,360.0,1.0,Rural,Y
LP1751,Female,Yes,3+,Graduate,No,8984,1210,205.0,180.0,1.0,Semiurban,Y
LP1752,Male,No,1,Graduate,No,6921,0,83.0,60.0,1.0,Semiurban,Y
LP1753,Male,No,2,Graduate,Yes,5707,0,242.0,360.0,1.0,Urban,Y
LP1754,Male,Yes,1,Graduate,No,5007,4903,147.0,360.0,1.0,Semiurban,Y
LP1755,Female,Yes,0,Graduate,No,6651,3304,184.0,360.0,1.0,Rural,Y
LP1756,Male,Yes,3+,Not Graduate,No,5051,1467,211.0,360.0,1.0,Semiurban,N
LP1757,Male,Yes,0,Graduate,No,8052,1713,115.0,360.0,1.0,Rural,Y
LP1758,Female,No,0,Not Graduate,Yes,5080,0,158.0,120.0,0.0,Urban,N
LP1759,Female,No,0,Graduate,Yes,5928,0,146.0,360.0,1.0,Rural,Y
LP1760,Male,Yes,0,Graduate,No,10372,116,106.0,360.0,1.0,Urban,Y
LP1761,Male,Yes,0,Graduate,No,10750,3873,230.0,360.0,0.0,Rural,N
LP1762,Male,No,0,Graduate,Yes,10620,0,142.0,180.0,1.0,Rural,Y
LP1763,Female,Yes,0,Graduate,No,6963,545,105.0,360.0,1.0,Semiurban,Y
LP1764,,,,Graduate,,5789,0,,,,Rural,Y
LP1765,Male,Yes,0,Graduate,No,8501,4628,96.0,360.0,1.0,Urban,Y
LP1766,Female,No,0,Not Graduate,No,5117,0,136.0,360.0,0.0,Rural,N
LP1767,Female,Yes,1,Graduate,Yes,9253,667,177.0,120.0,1.0,Urban,Y
LP1768,Male,Yes,0,Graduate,No,5604,1376,93.0,180.0,1.0,Urban,Y
LP1769,Female,Yes,1,Graduate,No,6551,1969,200.0,360.0,1.0,Rural,Y
LP1770,Male,Yes,1,Graduate,No,9330,1675,165.0,360.0,1.0,Semiurban,Y
LP1771,Female,Yes,2,Graduate,No,3581,545,211.0,360.0,1.0,Rural,Y
LP1772,Male,No,1,Graduate,No,5689,0,210.0,360.0,1.0,Rural,Y
LP1773,Male,No,0,Graduate,No,8115,0,134.0,360.0,1.0,Semiurban,Y
LP1774,Female,Yes,1,Graduate,No,8755,429,135.0,360.0,1.0,Urban,Y
LP1775,Male,Yes,0,Graduate,No,8233,481,189.0,360.0,0.0,Rural,N
LP1776,Male,Yes,0,Graduate,No,6522,782,109.0,60.0,1.0,Semiurban,Y
LP1777,Female,Yes,2,Not Graduate,No,9681,1124,110.0,360.0,1.0,Semiurban,Y
LP1778,Female,Yes,0,Not Graduate,Yes,4950,2398,128.0,120.0,1.0,Urban,Y
LP1779,Male,Yes,2,Graduate,No,4876,2891,99.0,360.0,1.0,Semiurban,Y
LP1780,Male,Yes,2,Graduate,No,8086,642,105.0,360.0,1.0,Urban,Y
LP1781,Male,Yes,2,Graduate,No,4758,1550,106.0,180.0,1.0,Rural,Y
LP1782,Male,Yes,3+,Graduate,No,12842,2812,142.0,360.0,1.0,Semiurban,Y
LP1783,Male,Yes,0,Graduate,No,5747,5086,140.0,360.0,1.0,Rural,Y
LP1784,Male,No,0,Graduate,No,9613,0,223.0,360.0,0.0,Semiurban,N
LP1785,Female,Yes,1,Graduate,No,4479,1607,143.0,360.0,1.0,Semiurban,Y
LP1786,Male,No,0,Graduate,Yes,11770,0,154.0,120.0,1.0,Rural,Y
LP1787,Male,Yes,1,Graduate,No,7136,1031,292.0,180.0,1.0,Semiurban,Y
LP1788,Male,Yes,1,Not Graduate,No,5691,1457,74.0,360.0,1.0,Rural,Y
LP1789,Female,No,1,Graduate,No,6359,0,171.0,360.0,1.0,Rural,Y
LP1790,Male,No,0,Graduate,Yes,5373,0,147.0,360.0,0.0,Urban,N
LP1791,Male,No,0,Not Graduate,No,6545,0,177.0,360.0,1.0,Rural,N
LP1792,Male,Yes,0,Not Graduate,No,4569,608,130.0,360.0,1.0,Urban,Y
LP1793,Male,Yes,0,Graduate,Yes,5756,2437,143.0,360.0,1.0,Rural,Y
LP1794,Male,No,2,Graduate,No,9544,0,246.0,360.0,0.0,Semiurban,N
LP1795,Female,Yes,0,Graduate,No,7660,2372,188.0,360.0,1.0,Rural,Y
LP1796,Female,Yes,0,Not Graduate,No,4915,2368,145.0,360.0,1.0,Semiurban,Y
LP1797,Male,Yes,0,Not Graduate,No,6626,5145,121.0,360.0,1.0,Urban,Y
LP1798,Male,Yes,1,Graduate,No,10797,998,109.0,360.0,1.0,Semiurban,Y
LP1799,Female,No,1,Graduate,No,5990,0,133.0,60.0,1.0,Rural,Y
